,action,adaptation,addiction,anticipation,anxiety,arousal,association,attention,autobiographical_memory,balance,belief,categorization,cognitive_control,communication,competition,concept,consciousness,consolidation,context,coordination,decision,decision_making,detection,discrimination,distraction,eating,efficiency,effort,emotion,emotion_regulation,empathy,encoding,episodic_memory,expectancy,expertise,extinction,face_recognition,facial_expression,familiarity,fear,fixation,focus,gaze,goal,hyperactivity,imagery,impulsivity,induction,inference,inhibition,insight,integration,intelligence,intention,interference,judgment,knowledge,language,language_comprehension,learning,listening,localization,loss,maintenance,manipulation,meaning,memory,memory_retrieval,mental_imagery,monitoring,mood,morphology,motor_control,movement,multisensory,naming,navigation,object_recognition,pain,perception,planning,priming,psychosis,reading,reasoning,recall,recognition,rehearsal,reinforcement_learning,response_inhibition,response_selection,retention,retrieval,reward_anticipation,rhythm,risk,rule,salience,search,selective_attention,semantic_memory,sentence_comprehension,skill,sleep,social_cognition,spatial_attention,speech_perception,speech_production,strategy,strength,stress,sustained_attention,task_difficulty,thought,uncertainty,updating,utility,valence,verbal_fluency,visual_attention,visual_perception,word_recognition,working_memory
7Networks_LH_Vis_11,-0.082955531,-0.407308347,-0.203297818,0.646555314,-0.724145955,0.921685587,-0.077243443,1.177455094,0.637726767,-0.640686667,-0.266932877,0.120925886,-0.657611621,-1.117776282,1.159270972,0.122313966,-0.43009483,-0.368789096,-0.13627309,-0.176354297,0.686527893,0.56488286,0.512717589,-0.562468122,-0.309446381,-0.669682661,-0.529965294,0.07131116,-0.135076817,0.119402506,0.663934803,1.73804143,1.353023414,0.428678259,0.975667626,-0.414382903,0.250862175,0.295947584,0.676091144,-0.968667944,0.958517253,0.216626957,1.537948459,-0.123066491,-1.059377976,0.789171761,-0.58236118,0.624713853,0.377346124,-0.860277806,0.041723022,0.213475291,-0.662582343,-0.371072331,0.382017435,-0.424522338,0.462801304,-0.620090037,-0.973190671,0.792850994,-0.824135921,-0.664461452,-0.021732628,0.166437386,-0.103332248,0.102562894,1.726073796,0.19561153,0.79208617,-0.084565207,-0.347769058,-0.644312866,-0.455940355,0.270326459,0.213123082,0.04072928,1.61149243,0.254368868,-1.066625717,0.295698945,0.16279456,-0.553857486,0.138782791,0.059830375,1.238051143,0.550000589,0.366889135,0.769890924,0.536556014,-0.060515049,0.283504564,0.223462927,1.141225459,1.444704572,-0.492066105,-0.702619576,0.063563602,0.923368132,1.074131866,1.225399503,1.188901641,0.251016335,0.22481117,0.095972709,1.129416551,0.043351973,-0.018596249,-0.025485957,0.414423131,-0.036236232,-0.982832701,-0.364896837,0.338049743,-0.049873514,1.008210309,0.403669351,-0.501509198,-0.213720791,0.606921322,0.93464962,-0.364991076,-0.334971495,0.331368313
7Networks_LH_Vis_12,0.506828932,0.224952982,-0.567465087,-0.106095985,-0.667029923,-0.540429948,-0.771406757,-0.023226039,0.245264996,-0.282366681,-0.170741158,0.222647408,-0.367295412,0.518077776,0.237273136,-0.13877494,0.254041232,-0.157667268,-0.154896549,-0.287497443,0.766175793,0.535959426,-0.029482033,0.010724495,-0.05982916,0.13131269,0.453010085,-0.250551236,-0.214059155,-0.138160674,0.164945101,0.028996956,0.603211324,0.460592057,1.199468546,-0.157772866,0.828123918,0.177907525,0.54832219,0.040023771,-0.097939453,0.092876913,0.426961819,0.202658934,-0.628797435,0.231683652,-0.33814818,0.322637366,-0.101999483,-0.236242622,-0.490994325,-0.077159572,-0.669575814,-0.427849841,-0.272699205,0.659475013,0.731026379,0.484836593,0.095120477,0.605766173,-0.810620649,0.980687207,-0.083167914,0.556571722,0.276031618,0.51506579,0.214260102,0.145533133,0.401357389,0.024977623,-0.572356663,-0.376975268,-0.017437764,-0.71987904,0.415259042,0.68066376,0.442019383,0.852710025,-0.92367995,0.460410307,0.30285588,0.131314169,-0.318788529,2.152703031,0.023254093,-0.733578678,0.812652864,0.014932961,0.566123315,-0.241608741,-0.409852977,0.35147375,0.229742314,-0.119452654,-0.566583907,-0.873991397,0.40091074,0.054891059,0.046342174,0.146598916,0.060286836,0.203569105,0.764582929,0.009401345,-0.141935407,0.38702819,-0.431482013,-0.100433247,0.114889683,-0.554004467,-0.794202867,-0.158453855,0.365881134,-0.030136392,-0.244767431,0.279492938,-0.536556492,-0.303888756,0.309397205,0.661827504,-0.002182461,0.479005356,-0.151948898
7Networks_LH_Vis_13,-0.539533665,-1.036977389,0.34135245,-0.218443993,-0.350844152,0.292257735,0.058848436,-0.117631616,2.681876245,0.614822756,-0.386851763,-0.154007094,-0.946850986,-0.758996755,-0.33337529,0.920982239,-0.342519602,0.746409393,0.880638436,-0.250979426,0.466315679,0.584876223,-1.099532087,-0.295766185,-0.123021183,-0.312813788,-0.325293039,0.686352241,-0.887798558,-0.70981806,-0.729380084,2.476821195,2.945377932,-0.152509584,-0.195441288,1.22521119,-0.618145025,0.203032935,0.425981591,0.321481554,0.036321252,0.549199408,0.483834309,0.768812216,-0.412753092,0.245215352,-0.012869352,0.9457248,1.232158404,-0.356599589,0.224863457,-0.429629107,-0.063779729,-0.609596785,0.129211523,0.002843414,0.991575793,-0.945277598,0.442993443,0.706212338,-0.573799427,0.086474203,-0.304858324,0.178257871,0.501417925,1.014377827,2.991096737,0.1981984,0.264849005,0.162388604,0.045871309,0.26027959,-0.783118031,-0.899204238,0.331273423,-0.312793934,3.632929479,-0.515141613,-0.641078233,-0.559785072,0.197563392,-0.143358615,-0.44685946,0.371375695,-0.190721663,3.230119184,0.790165626,0.487494494,0.547237547,-0.828792154,-0.250575616,0.789157508,2.705329437,0.125641752,0.553568962,0.505548321,0.917923149,-0.264547489,0.361337349,-0.335466754,0.959650996,-0.202498002,0.277725496,0.10589545,-0.040889564,-0.564001266,-0.392361755,0.28501746,1.137944194,-0.994885573,-0.165462063,-0.423335359,0.954541899,0.388805966,-0.618819839,-0.79933681,-1.101077296,0.054701506,-0.731784372,1.144706166,0.124123731,-0.037870426,-0.192774597
7Networks_LH_Vis_14,1.666078762,1.277975589,-0.634181163,-1.082224701,-1.162565286,-0.208314706,-0.785337417,0.694999047,0.5982471,-0.368175927,-0.803902057,0.870298679,-0.770956732,0.228525205,0.08036036,-0.829251579,-0.569670621,-0.370324011,0.913609172,-0.272856706,-0.310751169,-0.482618384,0.522554501,0.478999803,-0.064204037,-0.281279902,0.190033401,-0.315584269,-0.843075709,-0.482274717,0.45015629,0.925199733,0.088536612,0.064370528,0.296351553,0.410502899,2.777123206,0.566412421,0.79218393,-0.091374393,0.228045405,0.33910637,1.465529988,0.476831358,-0.618614205,-0.172409938,-0.482793534,-0.610798689,-0.390409273,-0.307606707,-0.38910758,-0.15412895,-0.691246551,-0.254673364,0.357475879,1.232925267,0.462435594,1.315061767,0.190598987,0.012397084,-0.461450675,0.223049966,-0.345248258,0.359871719,0.252029803,0.626509486,0.189741033,-0.523126169,0.230438435,0.229027964,-1.149757933,-0.665763319,0.153442772,-0.566352779,0.505786545,1.154059763,0.034676866,1.40905339,-1.581873339,2.133854334,0.080361957,0.36294064,-0.790313955,2.798730993,-0.213720707,-0.571411781,1.38968641,-0.321762139,-0.322943851,0.086844184,-0.587660593,0.014228297,0.562026336,-0.664605616,-0.160059686,-1.771378703,0.077815761,-0.061868679,0.075535035,0.2176502,0.142535054,0.75683734,0.020973551,-0.530338155,-0.111704529,0.705751254,-0.280500099,1.148390928,-0.156799983,-0.433018596,-1.217158327,-0.316813791,-0.168934329,-0.41705472,-0.923658565,0.52647277,-0.342395118,0.820280343,-0.545423948,0.332783813,2.312659237,0.179948785,-0.102970212
7Networks_LH_Vis_15,0.147750687,0.090248308,-0.305185301,0.182605505,-0.377494586,0.068942124,-0.749893789,-0.035712868,0.34983105,-0.214986617,-0.087180502,0.351731145,-0.904186963,-0.006718188,0.994252055,0.342160747,0.298591073,-0.425908918,-0.241198047,0.090470865,0.593616354,0.570105012,0.151130329,0.259245801,-0.326520904,0.136127712,0.958145659,-0.063533605,-0.072450021,0.003704347,-0.291872575,0.765233331,0.012593995,0.024293281,0.271189683,-0.167224136,-0.308618367,-0.316658982,0.522261458,-0.37865988,0.822421659,-0.268352297,0.449412747,0.001023568,-0.383875704,1.282762833,-0.350078101,0.167534648,-0.238832346,-0.39224883,-0.408454917,0.317456458,-0.668019497,0.045260086,0.31675971,0.472367017,0.153247765,0.57961865,0.202267955,-0.02250868,-0.474610091,0.544085579,-0.384019639,1.08779368,0.270781916,0.050516961,0.313707471,-0.160066515,0.869338608,0.409934062,0.065317818,-0.557607851,-0.381613324,-0.338379685,0.008841641,0.002705591,-0.124067553,0.387972766,-0.573659829,0.310200147,0.385773748,-0.460918627,-0.348650169,1.017144366,0.394907907,-0.321439125,0.402945152,0.454801811,0.168740143,-0.467862929,-0.407364218,-0.283608573,0.460842742,0.214163368,-0.177643702,-0.847317781,0.62359182,0.023578611,0.57068641,-0.506795338,-0.247993015,-0.027172394,0.139295225,0.046908992,0.10289743,0.083898419,0.013607512,0.802222811,0.77319944,-0.659970594,-0.803250644,-0.391161926,0.742813441,0.105048603,-0.01688971,0.082593163,-0.736371052,-0.158363725,0.130283886,0.193233021,0.174683021,0.008650666,0.435954063
7Networks_LH_Vis_16,-0.161045974,-0.774367735,-0.08641368,-0.360740682,-0.141243154,-0.225948796,0.411459684,0.466141586,0.576557315,-0.056340012,-0.661408437,0.921390176,-0.52386667,-0.361816265,0.267591005,-0.033490107,0.418613896,0.10463373,0.307441529,0.234191206,0.617288205,0.257708262,-1.081587889,-0.348201876,0.534806451,-0.122103859,-0.071154214,-0.03649291,-0.64339274,0.25427384,-0.348726132,1.101083588,1.43894837,-0.420064219,1.095975884,-0.026905293,-0.080595597,-0.573799467,0.800917383,-0.714196221,0.920107359,0.454586946,0.904458781,0.084203208,-0.425721344,0.922365594,0.214731629,-0.175004678,-0.044948554,-1.120320828,0.236939928,-0.336675889,-0.429070582,-0.490279908,0.11491963,0.185037367,-0.376074716,0.17080629,0.26780616,-0.196065537,-0.583944766,0.157168983,-0.939158686,0.524845741,0.18765919,0.933367973,1.603267713,0.588866516,1.007036666,0.419183052,0.081297785,-0.209552967,-0.162058923,-1.042471643,0.529381739,0.154199194,3.886409484,-0.253339858,-0.483400215,-0.655366997,0.559891635,-0.466546971,-0.24490111,0.141368226,-0.530134805,1.691661095,0.835985723,-0.817644685,-0.143802605,-0.444458046,-0.80739765,0.401440687,1.53696554,-0.505322499,-0.780994437,-0.72060726,0.013467626,-0.215599287,0.139802497,-0.025480054,1.534060434,-0.280251002,0.621078619,-0.236285552,0.055734056,0.263206491,0.235379131,-0.139864338,0.386324113,-0.445568617,-0.263330519,0.334586492,0.097846249,0.963939466,-0.230574261,-0.33972133,0.399491075,-0.030424468,0.998046554,0.549017967,0.145436198,-0.083412751,-0.071149552
7Networks_LH_Vis_17,4.655024551,0.663906776,-0.515130111,-1.180316915,-1.650628975,0.514845514,-1.613474056,1.589052969,-0.412904904,-0.390686281,-0.305472635,-0.214842355,-1.107298114,1.053202927,0.727521156,-0.825621801,-0.374117542,-0.088719287,0.202095032,0.541614858,-1.743369442,-1.838865655,1.341243753,0.269509068,-0.124726291,0.079147636,0.101170986,-1.08295676,0.085503583,-0.526653339,1.44987669,-0.624277116,-0.898914017,-0.401024319,0.720245783,-0.309244464,0.552325215,0.514610674,0.094134429,0.292352148,1.586761338,0.121846001,3.456096795,0.035534305,-1.081915306,0.65015802,-0.886923642,-0.162222808,0.146025184,-1.145148665,-0.77908711,1.247023935,-0.389414094,0.292321336,-0.607143467,0.09506986,-0.130945647,-0.226657426,-0.537426079,-0.698603785,-0.721331666,0.627788309,-0.628549846,-0.726844614,0.575101902,0.169140689,-2.2522441,-0.580427696,0.52975599,-0.58926222,-1.498690814,-1.007220513,-0.01323368,2.264963454,2.842049308,0.807636004,1.183796391,1.885553017,-0.333852947,4.85481984,0.976992109,-0.727965908,-1.414346237,0.511526521,-0.012950478,-0.836148536,1.184362595,-0.519400418,-0.388538786,-0.383911586,-0.471517288,0.342957033,-0.44672467,-0.614972802,0.082229254,-2.564472867,-0.756001479,-0.157675631,-0.170316071,0.637135965,0.050278354,-0.863933506,0.305766765,-0.679060557,0.431183062,2.077348158,-0.351482827,-0.525800152,-0.547820985,-0.421725494,-1.838371936,-0.452664131,-0.145842579,0.370881571,-0.802373278,-0.59401456,-0.02306712,0.252879154,-0.539216223,1.680848174,3.256729724,0.089969452,-1.92783474
7Networks_LH_Vis_18,0.181910092,-1.093289866,-0.530543141,-0.110746308,-0.14225751,0.240804565,-0.257839021,1.011849198,0.35202071,0.075221951,-0.134391421,0.014137567,-0.91795278,-0.747255567,0.562620396,-0.199431935,-0.23532984,-0.438431248,0.273720503,0.441307617,1.005205205,0.728533069,-0.070402947,0.307733817,-0.491698744,-0.600853452,0.105444734,0.438356086,-0.292630539,-0.148134301,-0.183640175,0.808124788,0.820663124,0.746157958,0.721910579,0.224309649,0.416025627,-0.207814063,0.221199507,-0.642074955,1.128736498,0.27332863,1.592785861,0.142977534,-0.545558613,3.063089039,-0.862835458,0.533137643,0.568658729,-0.866386386,-0.519030101,0.622255673,-0.867693815,-0.296746711,-0.286896614,0.459808056,0.288346725,0.159300873,-0.185410091,-0.019942717,-1.197651163,0.246910506,-0.979892554,0.016214548,0.577785341,0.314077324,0.250882786,-0.272269295,2.994240729,0.405200745,-0.627927385,-0.881202879,-0.513181493,0.262150064,0.260491826,-0.291177375,0.868540208,-0.14403051,-0.673253256,0.188008756,0.134069522,-0.390047722,-0.364079892,0.245607255,1.373537406,-0.32392858,0.449870245,0.307965631,1.095590241,-0.678531294,-0.39872719,0.054592906,0.375432704,0.576441536,-0.437054898,-1.258362727,0.199451227,0.663129564,0.650368779,1.008979129,-0.130150058,0.347797271,0.443519585,0.394350281,0.340083737,1.000844127,-0.663565439,-0.074158287,0.321523869,0.560389829,-1.050695103,0.009831617,0.212239319,0.390047789,0.549389716,0.694123616,-0.464411582,0.375496757,0.082193863,0.000218763,0.763815049,0.018160277,-0.083975178
7Networks_LH_Vis_19,1.194859482,-0.637088666,-0.90268408,-0.0290644,-0.633432811,0.169973679,-1.176314459,0.309399889,0.025509699,-0.448800171,0.085754673,0.732709964,-0.907437002,0.018234908,-0.080431313,-0.140866229,0.219142086,-0.357220175,-0.053753999,-0.22551208,0.85543164,0.464859817,0.72778511,1.217905811,-0.089340593,0.194649717,0.404050962,0.44701469,-0.696804682,-0.486704877,0.494686639,0.795729826,0.352078944,0.440931618,1.248616161,0.117918243,0.170879578,1.456644406,0.407221755,-0.739162,0.624121112,-0.013595103,1.108924097,0.85169028,-0.419124032,0.345646963,-0.190225953,-0.47373101,0.02555379,-1.070251684,-0.408043696,0.345340872,-0.311670978,0.375830581,-0.027727302,0.618745701,-0.137108166,0.33463073,-0.203977138,0.370970195,-0.922470205,0.54011589,-0.86118644,0.025702568,0.227101468,0.975756037,0.19888293,-0.244469364,0.60150049,-0.303619581,-0.601295539,-0.694717544,0.032676826,-0.951507923,0.058013679,0.602061756,0.501983232,0.899349848,-1.256393283,1.244314528,-0.003636825,0.16887252,-0.929062662,2.369512085,0.255091903,-0.478095076,1.570371089,-0.01883432,-0.126679115,-0.670952946,-0.541943928,0.745222937,0.848853209,-0.226754646,-0.292213784,-1.078913812,0.516930201,0.23797042,0.198586681,0.901833152,-0.261377651,0.502393307,0.403820425,-0.44709218,0.060783533,0.218850003,0.048630106,0.352459668,-0.038423679,-0.580728655,-0.970440857,-0.239318118,0.418800843,0.004097494,0.071016279,0.043697009,-0.654070457,-0.485317554,-0.486633237,0.294530092,0.466579805,0.724841825,-0.205420539
7Networks_LH_Vis_20,-0.78524252,-0.19334363,1.232511017,0.345901048,-0.082032413,-0.448134221,0.581657385,-0.38964333,3.307633495,0.188422978,-0.256294455,0.122325789,-0.900754025,-0.885026753,-0.154015098,-0.054526568,0.609059305,-0.273022261,0.24890668,-0.382628108,0.605906371,-0.019587903,-1.301156507,0.241100116,0.241836105,-0.301577001,0.182379645,0.30109108,-0.020439615,0.459827621,-0.584771229,0.68988475,3.235438166,-0.549859262,0.100188939,-0.135151193,-0.050910356,-0.284294552,0.754420732,0.366928575,-0.280983013,-0.046824968,0.054487327,0.20227636,-0.261691765,0.436083424,0.427084022,-0.16222976,0.453444289,-0.655393315,0.312047075,-0.263406167,0.471347007,-0.30093355,-0.343500915,0.386006472,-0.574223918,-0.524625795,0.16187409,-0.137949309,-0.15472059,0.165671209,0.039739015,-0.026608457,0.906698123,1.193839026,2.641373597,1.246523819,0.642163524,-0.244780702,0.357803112,-0.180999615,-0.861272711,-1.663966291,-0.321253151,0.161630034,3.89933668,-0.106488011,-1.010195963,-1.106339129,-0.397450006,-0.52242915,-0.073202556,0.408737446,0.247045967,2.40521411,-0.113906074,-0.857815522,-0.378948079,-0.215138526,-1.082526017,0.919995009,2.245859098,-0.153060265,0.108224672,-0.384753932,0.279134133,-0.296311387,-0.73094541,-0.657068393,1.465322435,-0.007109709,1.332746419,-0.277121588,0.360789931,-0.129279108,-0.632112088,-0.393496243,0.483960017,-0.408096153,-0.207817941,-0.197077321,0.727489299,1.506890346,-0.256323516,0.246473272,-0.628879959,0.474116469,0.122054726,0.32858829,-0.220288468,0.435143902,0.164510458
7Networks_LH_Vis_21,-0.416129428,-0.289018524,-0.020277992,-0.143940125,-0.519866686,-0.4710101,0.645886174,1.128812946,0.642821036,-0.808778364,-0.276467074,0.21477044,0.055897593,-0.474572096,0.212998165,-0.486135206,0.612077384,-0.335181467,-0.507848678,-0.493475948,0.199253062,0.055759102,0.230668607,0.290955499,-0.220138779,-0.399345256,-0.507750061,0.554491295,-0.797178985,-0.295048654,-0.076923375,-0.040172863,0.564259608,-0.335730528,0.230567758,-0.107887008,-0.077054515,-0.239099691,-0.041393122,-0.512504715,0.610831475,0.467940184,1.350267354,-0.30397284,-0.484318919,1.211324862,-0.349656484,-0.049986786,-0.014565368,-0.511060231,0.196550842,0.885778268,0.469972864,0.094028687,0.330021805,0.28501254,-0.735757516,0.613010008,-0.262771566,-0.270418469,-0.848091237,-0.060222144,-0.28858923,1.203458499,1.161881193,0.126065757,1.190181357,0.093410377,1.46909297,0.689439326,-0.414933628,-0.523261628,-0.634725455,0.196919602,0.109695457,0.371046503,1.552659365,-0.269072613,-0.365972196,0.264619244,-0.103562813,0.301954815,0.076284096,1.270767974,0.534178121,1.527671689,0.074569502,0.077497764,0.034353058,0.202476291,-0.260150798,0.026581684,1.248487921,-0.036681214,-0.824057419,-0.968575601,-0.216535135,-0.168020988,0.968738532,0.436970928,0.735592423,-0.309067902,0.517531223,-0.758347362,-0.638162598,-0.062076894,0.276699864,0.578787465,0.874452188,0.024222775,-0.996897209,0.305953181,-0.095662225,0.760433757,0.605657302,0.259911134,-0.450740265,-0.222536922,0.037452909,0.950844513,0.60453533,-0.352616705,-0.215554682
7Networks_LH_Vis_22,0.199990968,-0.602467047,0.521961258,0.425352859,-0.036507922,-0.304719026,0.881887,0.512533592,0.167479196,-0.772266946,-0.48016353,0.310910087,0.125307258,-0.163085245,-0.061860451,-0.349139776,-0.000302109,-0.187286829,0.022896572,0.138443043,0.523733897,-0.140639877,-0.410650915,0.211081163,0.308398908,0.151435006,-0.126928327,0.228154253,-0.479279374,0.452622732,-0.227729824,0.522490725,1.365563155,-0.165725926,-0.276726311,-0.273359983,-0.344314373,0.720192419,0.82985685,-0.364214525,0.452979343,-0.198403367,1.153168143,-0.045916319,0.498299822,0.527668501,-0.55923393,-0.154702637,-0.410317253,-0.744867353,0.173782348,-0.619647469,0.338518622,-0.569651174,0.133254296,0.258343379,-0.188185226,0.30441231,-0.366676715,0.298670168,-0.40480428,-0.31084274,-0.588310062,0.365386881,0.846740005,0.700844284,0.275544873,0.174127956,0.986004221,0.646876126,0.030701037,-0.603205261,-0.550906569,-0.527201786,0.19174838,0.647268399,3.404932296,-0.319835405,-0.024206336,0.647207094,0.627859247,0.253840904,0.092246528,0.306697708,-0.528128423,0.627321067,-0.330019004,-0.35942009,-0.232466072,-0.518734868,-0.08951458,-0.115607295,1.182810972,-0.045730932,-0.252946586,-0.003792253,0.081481236,0.166960199,0.069137121,-0.38928746,0.369477446,-0.58765402,0.801583492,-0.193697985,0.804947058,-0.207599829,0.268384185,0.765573836,0.550708403,-0.171077735,-0.335185374,-0.372764042,-0.223981968,0.620627286,0.20637824,0.589457501,-0.385381991,0.047293975,-0.526397828,0.209748347,0.685152481,-0.453056416,-0.851030388
7Networks_LH_Vis_23,0.694381393,0.147042779,-0.157516071,-0.41520585,-0.920806683,-0.641925725,-0.565796549,1.876897128,0.750829115,-0.252469809,-0.486755249,0.155771574,-0.312447913,-0.25497155,-0.079371447,-0.339009628,0.431899687,-0.262185519,0.170280011,-0.209836766,-0.499127054,-0.739349066,0.441846808,-0.016106185,0.90050576,-0.228952031,0.768051649,-0.3836314,-0.465809516,-0.366439409,0.644323433,1.510914498,1.31321226,0.149939432,0.193710661,-0.009259508,0.129368893,0.000387616,1.16896977,-0.04911904,0.275130755,-0.197262021,1.299971177,0.410332953,-0.862557488,0.442906811,-0.650116415,-0.60418184,0.249794153,-0.51327537,-0.454796227,-0.360816088,-0.39364576,0.298457485,-0.186327826,-0.022723831,0.459944811,-0.073970266,-0.261043278,-0.316988255,-0.898292118,0.543045916,-0.676335328,1.254289653,0.081477127,0.27187701,1.372212978,0.151317261,1.060615582,-0.049865678,-0.851147553,-0.729725691,-0.425096132,-0.70240719,0.365919436,1.097819216,1.891609973,0.960529299,-1.268570357,1.432627099,0.363376799,0.027842366,-1.026990732,0.665275385,0.036116835,0.051184738,1.273139021,0.359632091,-0.543694158,-0.193394863,0.15388452,0.832447873,0.98855294,-0.209261094,-0.695949911,-1.468085386,0.568913356,0.320731557,0.133770013,0.991065255,0.956860782,-0.357491644,0.270754334,-0.129564098,-0.000710702,1.38073537,-0.67300879,-0.079087415,0.696532178,-0.499340102,-1.314703323,-0.102450112,-0.097440461,0.669877811,0.226702097,-0.011178465,-0.59119954,-0.343584273,-0.393503588,1.085054737,1.384290848,0.534080595,0.399031504
7Networks_LH_Vis_24,0.84650584,-0.349794698,-0.298168617,-0.648939826,-0.607108433,0.410109864,-0.77049671,0.792618148,-0.229817881,-0.174320489,-0.418623343,-0.105916759,-0.895306389,-0.255085422,-0.221630963,-0.568511327,0.046856508,-0.366649372,0.093257414,-0.210728031,-0.045018634,0.074626426,0.541510941,0.702114131,-0.524407721,-0.292237341,-0.619771444,0.188997534,-0.075354511,-0.639714053,0.476343757,0.237602128,0.200540035,-0.342681653,0.887499219,0.37635528,-0.267763,0.215177372,-0.122102745,-0.011609851,1.03887576,-0.152485729,0.883578804,0.950873905,-0.242166736,0.63716971,-0.038034869,-0.24841899,0.276737175,-0.158599728,0.170673986,0.188247673,0.164253582,0.166736411,-0.238952372,-0.08501311,-0.369940729,0.365119443,0.527796226,-0.151216041,-0.370424294,0.649435324,-0.982608455,0.268789466,0.273372739,0.925660555,-0.311565683,-0.378130393,0.399903907,0.086377682,-0.470647009,-0.708389945,0.133112571,0.23965293,0.323112234,0.584448311,0.69301375,0.00138947,-0.657233523,1.069791915,0.602091712,-1.042937752,-0.31357288,0.70355685,0.254066116,-0.492289201,-0.353692022,-0.087407096,0.104466552,0.228750091,-0.050318342,-0.24766446,-0.054566645,-0.290145883,0.57564145,-0.94165593,0.294105582,0.346964676,0.050804723,0.641396996,-0.090964747,-0.040568531,-0.035945951,-0.434963953,0.270997814,1.209648843,0.606979019,-0.368815922,-0.136642144,-0.206719302,-0.349466433,-0.125179764,0.246414434,-0.188816477,0.315911946,0.591805373,-0.047494729,0.01506682,0.092869588,0.268549461,1.096621639,-0.152863984,-0.346230486
7Networks_LH_Vis_25,0.026109033,-0.48516643,-0.278513444,-0.321074342,-0.379964985,0.201014043,0.260245961,0.235344714,0.153790543,-0.017203659,0.341292051,0.531032037,0.005188395,-0.561761508,0.803860157,-0.40624028,0.025153444,-0.005268079,0.166514319,0.359743338,0.270148715,0.594691841,0.272812372,-0.155428282,0.288218229,-0.006048314,-0.672118136,-0.193164891,-0.413223871,-0.387621127,0.399497999,0.175204615,1.201261367,0.177243092,-0.240065382,-0.531460497,-0.695148062,-0.117324314,-0.251486699,-0.520784551,0.871079777,0.127356227,-0.015711612,0.071360579,-0.36223397,1.07780372,-0.268325518,0.380615423,-0.088512098,-0.185762864,0.488406666,0.428386557,0.20129501,0.482630392,-0.202377811,0.069751417,0.556253728,-0.15474489,-0.217945604,0.23304046,-0.352580362,0.129253389,0.18013892,0.028117777,0.34078744,0.339077183,1.103714432,0.024556918,0.982422201,1.176406769,-0.621441926,-0.463280521,-0.316511008,0.090038979,1.222380962,-0.044228893,1.368914444,0.567475332,-0.688273516,-0.136070953,0.463785755,-0.021899284,0.179663311,0.490390348,0.169787068,-0.383265219,0.257264945,-0.176140276,0.18523468,0.260277623,-0.291006672,0.168430592,0.499936437,0.188027239,-0.389143878,0.340605324,-0.325321031,0.058548993,0.214037692,0.370098978,-0.183876962,0.681477086,0.151038571,-0.489301178,0.075289978,0.323728395,-0.147720117,-0.480285546,0.05707444,-0.425035266,-0.163779619,-0.261855914,-0.012618133,0.141273964,-0.34363887,0.404120018,-0.268746964,0.124500046,0.013906446,1.073798748,0.551914157,-0.173980002,-0.198899751
7Networks_LH_Vis_26,-0.750859325,-0.680472581,-0.438751953,0.151328631,-0.607716438,-0.210265238,0.422486878,0.332404624,2.35318377,0.051756159,-0.070773541,0.238191508,0.282731352,-0.492238629,-0.205691286,-0.300655136,1.228037758,-0.512468182,-0.281053654,-0.542332676,-0.143127835,-0.216782942,-0.091208915,-0.270702864,0.260493509,-0.564997345,-0.698443956,0.284986438,0.275725405,0.798905809,0.228727872,0.682666988,1.964774931,-0.157138314,-0.061340074,0.563681012,-0.664555562,0.083470924,0.497993898,-0.373325059,1.039034551,-0.0649041,-0.11956941,-0.690469344,-0.179942404,0.530494767,-0.16868032,-0.191067391,0.795384683,-0.222890361,0.273650384,-0.248658269,-0.47334454,0.584611995,-0.604091015,-0.342840802,-0.51256471,0.018806516,-0.0928108,-0.052539768,-0.212410737,-0.198760069,0.224902794,0.95443834,1.208482466,-0.036032158,1.48559377,1.105265985,1.04692123,0.076728296,0.106005681,-0.559603851,-1.005087322,-0.775533842,0.101242998,0.290653772,1.881934732,0.540754924,-0.100148038,-0.511138954,0.521179059,0.104268164,-0.118498445,0.421110066,-0.128016774,1.29431742,-0.363710864,-0.445269852,0.01404902,0.086389323,-0.101607979,-0.178072079,2.147147201,0.023333493,-0.298630053,-0.337076616,-0.071805564,0.381915193,-0.014183263,-0.479809148,0.944830771,0.322846072,0.053429613,0.15214379,0.589169466,0.139407967,0.437692612,-0.095585689,0.441019767,-0.265269409,0.066270426,0.262679672,0.062766996,1.128721342,0.457731438,0.271136817,-0.27975797,-0.158263664,-0.266867985,0.307805262,0.712863172,-0.504032991,-0.376835861
